Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	S:\Proteomics_Restored\6883\DIA\raw\B000254_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000258_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000262_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3.raw
Q04304	YMY0_YEAST	YMR090W	UPF0659 protein YMR090W	13	13	1.71953e+07	1.77725e+07	1.56908e+07	1.77007e+07	1.66531e+07	1.72098e+07	1.72873e+07	1.84117e+07	1.63457e+07
Q04305	UTP15_YEAST	UTP15	U3 small nucleolar RNA-associated protein 15	12	12	1.85897e+07	2.05089e+07	1.80266e+07	1.91443e+07	1.80782e+07	1.69366e+07	1.96141e+07	1.87669e+07	1.86451e+07
Q04311	VMS1_YEAST	VMS1	tRNA endonuclease VMS1	5	5	2.72536e+06	2.93338e+06	2.27641e+06	2.3562e+06	2.63055e+06	1.92082e+06	2.46199e+06	2.55981e+06	2.31466e+06
Q04322	GYL1_YEAST	GYL1	Probable GTPase-activating protein GYL1	14	14	4.56706e+06	4.72372e+06	4.57027e+06	4.35038e+06	4.52239e+06	4.69448e+06	4.1709e+06	4.48034e+06	4.89895e+06
Q04336	YM54_YEAST	YMR196W	Uncharacterized protein YMR196W	35	35	3.01727e+07	3.11821e+07	3.05768e+07	2.90932e+07	3.13579e+07	2.9565e+07	3.04122e+07	3.04082e+07	2.95652e+07
Q04338	VTI1_YEAST	VTI1	t-SNARE VTI1	7	7	1.34985e+07	1.33527e+07	1.45014e+07	1.39983e+07	1.29693e+07	1.26977e+07	1.26454e+07	1.25514e+07	1.41868e+07
Q04341	MIX14_YEAST	MIX14	Mitochondrial intermembrane space cysteine motif-containing protein MIX14	3	3	1.19743e+07	1.18394e+07	1.10997e+07	1.26001e+07	9.84075e+06	9.7571e+06	1.12344e+07	1.02127e+07	8.66815e+06
Q04344	HNT1_YEAST	HNT1	Adenosine 5'-monophosphoramidase HNT1	5	5	6.08194e+07	6.31895e+07	6.82925e+07	6.72981e+07	6.35728e+07	6.76069e+07	6.06916e+07	6.8419e+07	7.51114e+07
Q04347	BUD22_YEAST	BUD22	Bud site selection protein 22	2	2	1.23981e+06	1.60276e+06	1.32948e+06	1.4677e+06	1.96602e+06	1.61019e+06	1.17925e+06	1.86665e+06	
Q04371	ARMT1_YEAST	YMR027W	Damage-control phosphatase YMR027W	19	19	5.32339e+07	5.22803e+07	5.20512e+07	5.30035e+07	5.26243e+07	5.12439e+07	5.41959e+07	5.30982e+07	4.97873e+07
Q04372	TAP42_YEAST	TAP42	Type 2A phosphatase-associated protein 42	3	3	1.70595e+06	1.97568e+06	2.01008e+06	2.01345e+06	2.10357e+06	2.13401e+06	2.09953e+06	2.34212e+06	3.08549e+06
Q04373	PUF6_YEAST	PUF6	Pumilio homology domain family member 6	15	15	9.35624e+06	8.85349e+06	8.54573e+06	9.07305e+06	9.33635e+06	9.22426e+06	8.92354e+06	8.85033e+06	8.85279e+06
Q04396	LPP1_YEAST	LPP1	Lipid phosphate phosphatase 1	4	4	779186	1.01713e+06	1.10554e+06	1.36175e+06	737209	889982	1.26087e+06	569245	1.18791e+06
Q04401	SDHF3_YEAST	SDH7	Succinate dehydrogenase assembly factor 3, mitochondrial	4	4	1.10151e+07	1.05451e+07	8.93688e+06	8.67275e+06	1.06453e+07	8.84308e+06	7.58224e+06	8.96459e+06	8.46488e+06
Q04409	EMI2_YEAST	EMI2	Putative glucokinase-2	27	26	5.01204e+07	5.0563e+07	5.02511e+07	5.11699e+07	5.02652e+07	5.26903e+07	5.10306e+07	4.82182e+07	4.68962e+07
Q04410	GRH1_YEAST	GRH1	GRASP65 homolog protein 1	9	9	7.52514e+06	7.83596e+06	7.20154e+06	7.10895e+06	7.85181e+06	7.91346e+06	6.94071e+06	8.00363e+06	7.4325e+06
Q04418	RBA50_YEAST	RBA50	RNA polymerase II-associated protein RBA50	9	9	1.34429e+06	1.38229e+06	1.0429e+06	1.396e+06	1.33349e+06	1.33395e+06	1.56861e+06	1.18921e+06	1.13849e+06
Q04430	PANK_YEAST	CAB1	Pantothenate kinase CAB1	7	7	2.55593e+07	2.214e+07	2.09011e+07	1.83902e+07	1.94539e+07	1.94245e+07	2.03307e+07	2.62797e+07	2.3101e+07
Q04431	KRE28_YEAST	KRE28	Spindle pole body component KRE28	2	2	821278	636744	342703		135005	770080		462891	
Q04432	HSP31_YEAST	HSP31	Glutathione-independent glyoxalase HSP31	8	8	2.87172e+07	2.89617e+07	2.74043e+07	2.5528e+07	2.91224e+07	2.41824e+07	2.95358e+07	2.94581e+07	3.12278e+07
Q04437	KU80_YEAST	YKU80	ATP-dependent DNA helicase II subunit 2	2	2	1.28482e+06	1.08095e+06	942105	1.18332e+06	1.03762e+06	1.08892e+06		1.29721e+06	914570
Q04438	SPG4_YEAST	SPG4	Stationary phase protein 4	7	7	5.65459e+07	5.63362e+07	5.68548e+07	5.76978e+07	5.50191e+07	5.8816e+07	5.68001e+07	5.80713e+07	5.93544e+07
Q04439	MYO5_YEAST	MYO5	Myosin-5	32	30	1.26891e+07	1.18768e+07	1.25367e+07	1.25195e+07	1.21629e+07	1.22802e+07	1.19175e+07	1.21769e+07	1.22959e+07
Q04458	HFD1_YEAST	HFD1	Fatty aldehyde dehydrogenase HFD1	12	12	2.54944e+07	2.51554e+07	2.44269e+07	2.52286e+07	2.50714e+07	2.41169e+07	2.61516e+07	2.70832e+07	2.84448e+07
Q04471	YM04_YEAST	YMR114C	Abasic site processing protein YMR114C	3	3	2.08817e+06	1.52801e+06	1.99578e+06	1.5499e+06	2.11162e+06	1.4713e+06	1.8798e+06	2.98216e+06	2.18273e+06
Q04472	MGR3_YEAST	MGR3	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3	10	10	2.68445e+06	3.05534e+06	2.83203e+06	2.20724e+06	2.32949e+06	2.21625e+06	2.24413e+06	2.19962e+06	2.8443e+06
Q04477	SPC24_YEAST	SPC24	Kinetochore protein SPC24	5	5	2.21816e+06	2.05743e+06	2.12938e+06	2.04864e+06	2.71372e+06	1.85562e+06	2.41104e+06	2.67344e+06	2.3848e+06
Q04489	ASND1_YEAST	YML096W	Asparagine synthetase domain-containing protein YML096W	2	2	667154	994218	670574		993666	1.44142e+06		792411	
Q04491	SEC13_YEAST	SEC13	Protein transport protein SEC13	13	13	4.82836e+07	4.83391e+07	5.46431e+07	4.60815e+07	5.15476e+07	5.41951e+07	4.66676e+07	4.85048e+07	5.07125e+07
Q04493	PFD5_YEAST	GIM5	Prefoldin subunit 5	6	6	2.03971e+07	1.77136e+07	1.692e+07	1.46159e+07	1.80213e+07	1.76692e+07	1.83418e+07	1.9454e+07	1.84502e+07
Q04500	UTP14_YEAST	UTP14	U3 small nucleolar RNA-associated protein 14	17	17	5.89309e+06	5.63809e+06	5.39121e+06	5.50614e+06	5.57917e+06	4.87653e+06	6.24898e+06	5.73937e+06	5.6606e+06
Q04511	UFO1_YEAST	UFO1	Ubiquitin ligase complex F-box protein UFO1	2	2	1.15771e+06	1.51889e+06	1.36289e+06		1.06807e+06	920936	979764	744808	
Q04533	METX_YEAST	YML082W	Putative cystathionine gamma-synthase YML082W	5	5	4.28493e+06	2.53456e+06	3.68766e+06	4.44143e+06	4.69184e+06	4.1059e+06	3.64254e+06	4.07819e+06	3.18847e+06
Q04545	TDA9_YEAST	TDA9	Probable transcription factor TDA9	3	3	116915	96543.7	133531	119674	120845	141623	83429.8	131929	76356.2
Q04562	TMN2_YEAST	TMN2	Transmembrane 9 superfamily member 2	4	4	2.16407e+06	1.83783e+06	1.16002e+06	2.5375e+06	2.45113e+06	1.40041e+06	2.42854e+06	2.67949e+06	2.98424e+06
Q04585	YDR09_YEAST	YDR109C	D-ribulokinase YDR109C	7	7	766980	753029	1.06915e+06	1.05723e+06	893267	714169	1.0416e+06	1.24972e+06	1.20888e+06
Q04599	RM01_YEAST	MRPL1	Large ribosomal subunit protein uL1m	5	5	3.76278e+06	3.97282e+06	3.39844e+06	4.00108e+06	3.9036e+06	3.61427e+06	4.19814e+06	3.36487e+06	3.77228e+06
Q04600	TMA64_YEAST	TMA64	Translation machinery-associated protein 64	13	13	3.75711e+06	3.99224e+06	3.74295e+06	4.02455e+06	3.74197e+06	3.83976e+06	3.49477e+06	3.5237e+06	4.254e+06
Q04602	VBA4_YEAST	VBA4	Vacuolar basic amino acid transporter 4	4	4	1.22652e+07	1.12437e+07	1.10962e+07	1.17066e+07	1.12256e+07	1.06087e+07	1.13407e+07	1.21675e+07	1.18293e+07
Q04603	DPB4_YEAST	DPB4	DNA polymerase epsilon subunit D	8	8	3.27818e+06	3.10896e+06	2.86276e+06	2.79923e+06	3.04796e+06	3.25001e+06	3.04544e+06	3.1499e+06	3.09704e+06
Q04632	COG8_YEAST	COG8	Conserved oligomeric Golgi complex subunit 8	13	13	4.23497e+06	5.25707e+06	4.59884e+06	4.46123e+06	5.13717e+06	4.53981e+06	4.52191e+06	5.6458e+06	6.13578e+06
Q04636	POB3_YEAST	POB3	FACT complex subunit POB3	16	16	1.01759e+08	9.3462e+07	8.94892e+07	1.00626e+08	1.06441e+08	9.58299e+07	1.01033e+08	1.04133e+08	1.05467e+08
Q04651	ERV41_YEAST	ERV41	ER-derived vesicles protein ERV41	4	4	7.41818e+06	6.55154e+06	6.67748e+06	6.6638e+06	6.57199e+06	7.04019e+06	7.215e+06	7.10003e+06	5.7832e+06
Q04660	ERB1_YEAST	ERB1	Ribosome biogenesis protein ERB1	24	24	7.1283e+06	7.4009e+06	7.06705e+06	7.44892e+06	7.58737e+06	7.0885e+06	6.78184e+06	7.76519e+06	7.53411e+06
Q04673	SSL1_YEAST	SSL1	General transcription and DNA repair factor IIH subunit SSL1	5	5	423317	402942	304026	193545		437865	319576	419657	559099
Q04675	SEN15_YEAST	SEN15	tRNA-splicing endonuclease subunit SEN15	1	1	201613	216585	200286	144964	236928	154865	192757	168539	
Q04693	RSE1_YEAST	RSE1	Pre-mRNA-splicing factor RSE1	15	15	6.83033e+06	5.57079e+06	6.3271e+06	5.01695e+06	6.17076e+06	5.99264e+06	6.25955e+06	6.35424e+06	6.53703e+06
Q04697	GSF2_YEAST	GSF2	Glucose-signaling factor 2	15	15	4.89271e+07	5.23088e+07	5.08626e+07	4.86956e+07	5.20879e+07	5.39102e+07	5.30656e+07	5.39328e+07	5.27665e+07
Q04711	YM11B_YEAST	TY1B-ML1	Transposon Ty1-ML1 Gag-Pol polyprotein	24	0	2.11168e+08	1.97029e+08	2.21964e+08	2.13391e+08	2.10024e+08	2.15536e+08	2.09762e+08	2.11088e+08	2.31536e+08
Q04728	ARGJ_YEAST	ARG7	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	17	17	6.70206e+06	6.685e+06	6.57752e+06	6.34284e+06	6.8976e+06	6.22045e+06	6.53012e+06	6.92566e+06	7.09278e+06
Q04739	GAL83_YEAST	GAL83	SNF1 protein kinase subunit beta-3	4	4	4.15117e+06	3.91408e+06	3.77661e+06	3.42317e+06	3.78466e+06	4.05803e+06	4.73322e+06	5.11504e+06	4.37201e+06
Q04740	RNH1_YEAST	RNH1	Ribonuclease H	1	1	61438.3	76154.8		89284.7	78073.2	78655.1		45615.1	73548.6
Q04767	TVP18_YEAST	TVP18	Golgi apparatus membrane protein TVP18	2	2	1.63085e+07	1.83957e+07	1.93594e+07	1.67633e+07	1.75332e+07	1.60094e+07	1.79622e+07	1.65835e+07	1.80257e+07
Q04772	IRC21_YEAST	IRC21	Increased recombination centers protein 21	2	2	322445	547348	455957	597796	506903	391404	261436	412595	187782
Q04773	YMW4_YEAST	YMR074C	Uncharacterized protein YMR074C	5	5	2.09922e+07	2.21089e+07	1.94458e+07	2.40499e+07	2.15568e+07	2.13752e+07	2.15003e+07	2.14107e+07	2.00468e+07
Q04779	RCO1_YEAST	RCO1	Transcriptional regulatory protein RCO1	5	5	903324	941881	784146	959089	1.09593e+06	813362	811230	986935	928498
Q04781	LTN1_YEAST	RKR1	E3 ubiquitin-protein ligase listerin	17	17	3.09295e+06	2.73259e+06	2.94614e+06	2.8511e+06	3.1509e+06	2.63348e+06	2.77232e+06	3.31393e+06	3.20366e+06
Q04792	DCE_YEAST	GAD1	Glutamate decarboxylase	22	22	3.29345e+07	3.1426e+07	3.21379e+07	3.29461e+07	3.37172e+07	3.31589e+07	3.07755e+07	3.56066e+07	3.31668e+07
Q04835	YM87_YEAST	YMR253C	Uncharacterized membrane protein YMR253C	1	1	2.57477e+06	1.79056e+06	1.7665e+06	2.25e+06	1.97484e+06	2.07407e+06	1.88992e+06	1.70195e+06	2.30027e+06
Q04839	GFD1_YEAST	GFD1	mRNA transport factor GFD1	2	2	4.39721e+06	3.83658e+06		2.24476e+06				5.2706e+06	3.00492e+06
Q04847	ROY1_YEAST	ROY1	Non-SCF-type F-box protein ROY1	11	11	7.35372e+06	7.06921e+06	7.07567e+06	6.94879e+06	6.55704e+06	6.43408e+06	7.5236e+06	6.92261e+06	6.98128e+06
Q04867	YM91_YEAST	YMR310C	Putative methyltransferase YMR310C	3	3	1.14006e+06	974960	1.07606e+06	1.195e+06	1.04899e+06	1.1609e+06	1.10884e+06	1.00568e+06	985947
Q04868	ELP6_YEAST	ELP6	Elongator complex protein 6	4	4	3.38682e+06	2.44357e+06	2.6977e+06	3.6698e+06	3.20636e+06	2.93443e+06	1.9521e+06	2.38461e+06	3.08018e+06
Q04869	YM94_YEAST	YMR315W	Uncharacterized protein YMR315W	14	14	4.32374e+07	4.33038e+07	4.45668e+07	4.24342e+07	4.23926e+07	4.1934e+07	4.36108e+07	4.6211e+07	4.54559e+07
Q04894	ADH6_YEAST	ADH6	NADP-dependent alcohol dehydrogenase 6	14	14	6.48449e+07	6.42244e+07	7.50818e+07	6.94384e+07	6.90828e+07	7.25144e+07	6.56101e+07	7.01391e+07	6.47332e+07
Q04922	MFB1_YEAST	MFB1	Mitochondrial F-box protein MFB1	3	3	834977	833060	981714	762088	1.11791e+06	918277	1.08788e+06	854425	992488
Q04924	GLU2B_YEAST	GTB1	Glucosidase 2 subunit beta	14	14	1.30544e+07	1.20597e+07	1.22765e+07	1.33325e+07	1.23415e+07	1.20916e+07	1.25722e+07	1.25382e+07	1.15334e+07
Q04934	IVY1_YEAST	IVY1	Protein IVY1	8	8	1.31893e+07	1.22746e+07	1.33852e+07	1.49635e+07	1.26998e+07	1.26866e+07	1.14207e+07	1.18086e+07	1.31758e+07
Q04935	COX20_YEAST	COX20	Cytochrome c oxidase assembly protein COX20, mitochondrial	6	6	8.99086e+06	9.34362e+06	8.64418e+06	7.4396e+06	6.81269e+06	9.3201e+06	8.4827e+06	8.9668e+06	9.05828e+06
Q04947	RTN1_YEAST	RTN1	Reticulon-like protein 1	10	10	1.62873e+08	1.52702e+08	1.54886e+08	1.56265e+08	1.56767e+08	1.56454e+08	1.47164e+08	1.61863e+08	1.55018e+08
Q04958	NTE1_YEAST	NTE1	Lysophospholipase NTE1	18	18	9.41863e+06	9.60771e+06	9.32485e+06	9.54566e+06	1.0083e+07	9.10414e+06	9.57362e+06	1.117e+07	1.09447e+07
Q04964	SML1_YEAST	SML1	Ribonucleotide reductase inhibitor protein SML1	3	3	2.37509e+06	2.29058e+06	2.05613e+06	1.81312e+06	1.88306e+06	1.88074e+06	1.88633e+06	1.98249e+06	2.21143e+06
Q04969	SPC2_YEAST	SPC2	Signal peptidase complex subunit 2	5	5	1.81625e+07	2.00925e+07	1.90539e+07	2.43395e+07	2.10752e+07	2.25019e+07	1.99155e+07	1.91043e+07	2.10872e+07
Q04991	FMP42_YEAST	FMP42	Protein FMP42	7	7	2.22273e+07	2.31908e+07	1.98107e+07	2.25138e+07	2.15192e+07	1.98158e+07	1.86757e+07	2.54209e+07	1.65133e+07
Q05015	FSH2_YEAST	FSH2	Family of serine hydrolases 2	1	1	2.76766e+06	2.43914e+06	2.93775e+06	2.22937e+06	2.66772e+06	2.68591e+06	2.86652e+06	2.59133e+06	2.51701e+06
Q05016	YM71_YEAST	YMR226C	NADP-dependent 3-hydroxy acid dehydrogenase	12	12	6.56835e+07	6.58098e+07	6.42623e+07	6.34448e+07	6.5871e+07	6.93196e+07	6.62968e+07	6.87534e+07	6.64617e+07
Q05021	TAF7_YEAST	TAF7	Transcription initiation factor TFIID subunit 7	3	3	453874	395734	393911	340244	181650	234990	428512	346593	276634
Q05022	RRP5_YEAST	RRP5	rRNA biogenesis protein RRP5	66	66	2.16433e+07	2.0759e+07	2.06593e+07	2.14005e+07	2.17652e+07	2.1146e+07	2.13079e+07	2.19216e+07	2.18424e+07
Q05024	TRI1_YEAST	TRI1	Protein TRI1	4	4	1.29103e+06	1.37645e+06	1.18015e+06	1.3266e+06	1.33801e+06	1.02737e+06	1.38e+06	1.06437e+06	1.31242e+06
Q05027	TAF9_YEAST	TAF9	Transcription initiation factor TFIID subunit 9	3	3	323148	470497	276085	377697	443031	295147	236514	283058	290813
Q05029	BCH1_YEAST	BCH1	Protein BCH1	15	15	1.12823e+07	1.0467e+07	1.02006e+07	9.86558e+06	9.51436e+06	1.06139e+07	1.07409e+07	1.01149e+07	1.03105e+07
Q05031	DFG5_YEAST	DFG5	Mannan endo-1,6-alpha-mannosidase DFG5	3	3	1.5675e+06	1.96855e+06	2.05719e+06	1.69629e+06	1.85572e+06	1.67844e+06	1.7707e+06	2.26156e+06	2.19818e+06
Q05040	FAR8_YEAST	FAR8	Factor arrest protein 8	17	17	4.40126e+06	4.16656e+06	3.66252e+06	3.92604e+06	4.10103e+06	4.19328e+06	4.00793e+06	4.35147e+06	3.93849e+06
Q05050	EIS1_YEAST	EIS1	Eisosome protein 1	41	41	4.20445e+07	3.98444e+07	4.19097e+07	4.19688e+07	4.14923e+07	4.16103e+07	4.1522e+07	4.38961e+07	3.95731e+07
Q05123	ARP9_YEAST	ARP9	Actin-like protein ARP9	10	10	1.23742e+07	1.2367e+07	1.23706e+07	1.27063e+07	1.18985e+07	1.27939e+07	1.18219e+07	1.38086e+07	1.1851e+07
Q05166	NUP59_YEAST	ASM4	Nucleoporin ASM4	6	6	2.77764e+06	3.8841e+06	3.12708e+06	2.20156e+06	2.92464e+06	2.9415e+06	2.23096e+06	2.06268e+06	2.76555e+06
Q05359	ERP1_YEAST	ERP1	Protein ERP1	8	8	3.53115e+07	3.64572e+07	3.59177e+07	3.88616e+07	3.69468e+07	3.89343e+07	3.15996e+07	3.60576e+07	3.06259e+07
Q05468	RQC1_YEAST	RQC1	Ribosome quality control complex subunit 1	8	8	1.83462e+07	1.69414e+07	1.53759e+07	1.56786e+07	1.87771e+07	1.65306e+07	1.57003e+07	1.55316e+07	1.62563e+07
Q05471	SWR1_YEAST	SWR1	Helicase SWR1	5	5	572366	419658	568302	498724	454211	481507	495351	525812	696604
Q05498	FCF1_YEAST	FCF1	rRNA-processing protein FCF1	3	3	978903	1.1857e+06	1.41893e+06	679994	1.07034e+06	1.22971e+06	1.10258e+06	1.04647e+06	1.21888e+06
Q05506	SYRC_YEAST	YDR341C	Arginine--tRNA ligase, cytoplasmic	35	33	7.55235e+07	7.2634e+07	7.26691e+07	7.40397e+07	7.45929e+07	7.41646e+07	7.5539e+07	7.73258e+07	7.11561e+07
Q05515	SVF1_YEAST	SVF1	Ceramide-binding protein SVF1	12	12	3.34004e+07	3.28051e+07	3.32087e+07	3.27708e+07	3.41788e+07	3.49542e+07	3.36835e+07	3.43383e+07	3.07671e+07
Q05518	PAL1_YEAST	PAL1	Protein PAL1	9	8	5.35656e+06	5.53837e+06	5.74611e+06	5.72076e+06	5.64527e+06	5.33547e+06	5.27475e+06	5.25787e+06	5.07625e+06
Q05521	DPP1_YEAST	DPP1	Diacylglycerol pyrophosphate phosphatase 1	4	4	4.62812e+06	5.4451e+06	4.18332e+06	4.00753e+06	5.09941e+06	3.2701e+06	4.49968e+06	4.21046e+06	3.33084e+06
Q05533	INM2_YEAST	INM2	Inositol monophosphatase 2	4	4	2.2726e+06	2.7304e+06	2.99137e+06	2.08156e+06	2.75148e+06	2.24495e+06	2.8372e+06	2.6274e+06	2.81183e+06
Q05541	NSE3_YEAST	NSE3	Non-structural maintenance of chromosome element 3	2	2		224931		302692				163148	153570
Q05543	RT103_YEAST	RTT103	Regulator of Ty1 transposition protein 103	11	11	9.83308e+06	9.15336e+06	8.73972e+06	8.23317e+06	9.07216e+06	7.57991e+06	8.60146e+06	8.71141e+06	9.92004e+06
Q05567	SGPL_YEAST	DPL1	Sphingosine-1-phosphate lyase	21	21	1.28187e+07	1.28299e+07	1.27165e+07	1.27597e+07	1.30602e+07	1.23493e+07	1.15158e+07	1.25645e+07	1.25855e+07
Q05580	HEL2_YEAST	HEL2	E3 ubiquitin-protein ligase HEL2	14	14	1.17267e+07	1.29451e+07	1.21353e+07	1.26473e+07	1.15453e+07	1.16373e+07	1.22784e+07	1.14169e+07	1.04721e+07
Q05583	CIAO1_YEAST	CIA1	Cytosolic iron-sulfur protein assembly protein 1	3	3	1.55723e+06	1.52961e+06	1.64377e+06	1.65009e+06	1.42233e+06	1.10513e+06	1.36071e+06	1.44632e+06	1.37317e+06
Q05584	GLO2_YEAST	GLO2	Hydroxyacylglutathione hydrolase, cytoplasmic isozyme	11	11	2.76075e+07	2.98462e+07	3.08033e+07	2.51173e+07	2.85302e+07	3.20411e+07	2.66368e+07	2.91259e+07	2.70739e+07
Q05635	RNH2B_YEAST	RNH202	Ribonuclease H2 subunit B	2	2	2.88453e+06	2.35621e+06	2.39916e+06	1.91446e+06	1.58474e+06	2.93678e+06	3.6867e+06	2.84652e+06	2.31942e+06
Q05636	RRP45_YEAST	RRP45	Exosome complex component RRP45	10	10	7.20066e+06	6.29533e+06	7.22643e+06	6.16263e+06	6.84624e+06	7.38153e+06	6.78944e+06	7.00132e+06	6.34218e+06
Q05775	EIF3J_YEAST	HCR1	Eukaryotic translation initiation factor 3 subunit J	9	9	7.93372e+07	7.70985e+07	8.39055e+07	7.7947e+07	8.33228e+07	8.69571e+07	7.69694e+07	7.51898e+07	7.74087e+07
Q05778	POC1_YEAST	PBA1	Proteasome chaperone 1	6	6	3.8277e+06	4.03484e+06	3.54962e+06	3.47943e+06	3.72614e+06	3.64975e+06	3.80964e+06	3.82629e+06	3.67231e+06
Q05779	COQ9_YEAST	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	3	3	793448	625275	733748	511153	676976	590636	600546	700381	663298
Q05785	ENT2_YEAST	ENT2	Epsin-2	13	12	1.34179e+07	1.34634e+07	1.22833e+07	1.33281e+07	1.3413e+07	1.19886e+07	1.35258e+07	1.38856e+07	1.22745e+07
Q05787	HRD3_YEAST	HRD3	ERAD-associated E3 ubiquitin-protein ligase component HRD3	7	7	2.24538e+06	2.26795e+06	2.50805e+06	1.66272e+06	1.89084e+06	2.62139e+06	1.73394e+06	2.0856e+06	1.07281e+06
Q05788	PNPH_YEAST	PNP1	Purine nucleoside phosphorylase	13	13	1.82844e+07	1.86474e+07	1.8278e+07	1.62945e+07	1.64872e+07	2.15884e+07	1.5418e+07	1.65052e+07	1.97492e+07
Q05789	ATG38_YEAST	ATG38	Autophagy-related protein 38	1	1	1.40813e+06			1.39108e+06	1.29283e+06			1.11861e+06	
Q05791	CD123_YEAST	CDC123	Translation initiation factor eIF2 assembly protein	7	7	3.45923e+06	2.69867e+06	2.78332e+06	2.90424e+06	2.75499e+06	2.40815e+06	2.78942e+06	2.85184e+06	3.02076e+06
Q05809	COA4_YEAST	COA4	Cytochrome oxidase assembly factor 4	3	3	2.69936e+06	2.62291e+06	2.92303e+06	2.45454e+06	2.68869e+06	2.9491e+06	2.76035e+06	3.04902e+06	2.76205e+06
Q05812	MSC3_YEAST	MSC3	Meiotic sister-chromatid recombination protein 3	13	13	2.83364e+06	3.04988e+06	2.876e+06	2.39452e+06	2.87734e+06	2.7672e+06	2.95872e+06	2.68895e+06	2.57615e+06
Q05827	HOR7_YEAST	HOR7	Protein HOR7	1	1	4.91721e+06	4.4812e+06	5.65189e+06	4.35991e+06	5.16357e+06	5.74294e+06	5.16697e+06	5.9178e+06	4.9945e+06
Q05854	YL278_YEAST	YLR278C	Uncharacterized transcriptional regulatory protein YLR278C	3	3	505791	640393	587991	531241	730894	515629	640597	890764	601326
Q05871	ECI1_YEAST	ECI1	3,2-trans-enoyl-CoA isomerase	2	2	83886.8	47302.6	59859.1	51278.4	39929.9	49399.3	54973.5	50721.5	59855.3
Q05874	EFM7_YEAST	NNT1	Protein N-terminal and lysine N-methyltransferase EFM7	3	3	9.00685e+06	8.69249e+06	8.72478e+06	1.02568e+07	1.04796e+07	1.00559e+07	9.67244e+06	1.04245e+07	1.02278e+07
Q05881	YL287_YEAST	YLR287C	Uncharacterized protein YLR287C	10	10	1.61865e+07	1.66217e+07	1.76846e+07	1.7868e+07	1.6673e+07	1.50341e+07	1.6789e+07	1.62356e+07	1.87689e+07
Q05892	COQ11_YEAST	COQ11	MIOREX complex component 2	4	4	6.80681e+06	6.98789e+06	5.78544e+06	7.36169e+06	8.32833e+06	7.68234e+06	8.72842e+06	9.33251e+06	6.47475e+06
Q05900	RU1C_YEAST	YHC1	U1 small nuclear ribonucleoprotein C	3	3	974186	902055	1.2483e+06	1.17867e+06	998571	1.10306e+06	1.06167e+06	1.41082e+06	1.95035e+06
Q05902	ECM38_YEAST	ECM38	Glutathione hydrolase proenzyme	5	5	1.10791e+06	1.08922e+06	930500	1.21549e+06	996116	1.1967e+06	1.08134e+06	959565	1.06116e+06
Q05905	HRI1_YEAST	HRI1	Protein HRI1	9	9	1.08953e+08	1.21317e+08	1.17259e+08	1.13035e+08	1.14183e+08	1.12753e+08	1.16034e+08	1.2087e+08	1.16564e+08
Q05911	PUR8_YEAST	ADE13	Adenylosuccinate lyase	22	22	1.27606e+08	1.2458e+08	1.2499e+08	1.23097e+08	1.24077e+08	1.25143e+08	1.24801e+08	1.25457e+08	1.27096e+08
Q05926	GLRX8_YEAST	GRX8	Glutaredoxin-8	2	2	2.76548e+06	3.00279e+06	1.93515e+06	2.85079e+06	3.01361e+06	2.14523e+06	3.28695e+06	3.23852e+06	2.74534e+06
Q05931	HSP7Q_YEAST	SSQ1	Iron-sulfur cluster biogenesis chaperone, mitochondrial	12	12	3.24994e+06	2.9478e+06	3.2493e+06	3.29042e+06	3.59217e+06	2.77984e+06	3.46085e+06	3.42877e+06	3.47618e+06
Q05933	ARPC3_YEAST	ARC18	Actin-related protein 2/3 complex subunit 3	6	6	2.50817e+07	2.56683e+07	2.92058e+07	2.60444e+07	2.48983e+07	2.56933e+07	2.50893e+07	2.82769e+07	3.02442e+07
