Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	S:\Proteomics_Restored\6883\DIA\raw\B000254_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000258_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000262_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3.raw
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	1.81401e+07	1.611e+07	1.50794e+07	1.64792e+07	1.62875e+07	1.48605e+07	1.93062e+07	1.80885e+07	1.45273e+07
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	4	4	1.28599e+06	1.29008e+06	1.39068e+06	1.32447e+06	1.01175e+06	1.23472e+06	1.60817e+06	1.16372e+06	1.83314e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	12	12	2.69903e+07	2.65683e+07	2.44769e+07	2.33729e+07	2.47716e+07	2.27923e+07	2.59389e+07	2.74704e+07	2.54171e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	6	6	2.55383e+07	2.66631e+07	2.40208e+07			1.92487e+07	1.75935e+07	2.95031e+07	
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	12	1	5.96613e+08	5.92536e+08	5.71106e+08	5.77636e+08	5.89109e+08	5.92539e+08	5.42426e+08	5.46914e+08	5.90129e+08
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	2	2	213252	287557	314098	213170	178825	358129	228453	236899	357776
O13531	YL202_YEAST	YLR202C	Putative uncharacterized protein YLR202C	1	1	93516.3	2.00279e+06			3.33011e+06	2.26421e+06			
O13539	THP2_YEAST	THP2	THO complex subunit THP2	6	6	983552	1.10833e+06	1.2235e+06	873660	913874	1.22629e+06	861163	924435	1.00006e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	6	6	4.0068e+07	4.02332e+07	4.34899e+07	3.81113e+07	4.07777e+07	4.27638e+07	3.88591e+07	4.20455e+07	3.90244e+07
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	4.55323e+06	4.17779e+06	3.66614e+06	4.19964e+06	4.42918e+06	3.97584e+06	3.99963e+06	3.89159e+06	4.61412e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	4.97083e+08	5.78106e+08	5.44308e+08	5.83635e+08	5.18686e+08	5.54074e+08	5.31227e+08	6.15236e+08	5.62422e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.28419e+08	1.30377e+08	1.22218e+08	1.31478e+08	1.32827e+08	1.34057e+08	1.26086e+08	1.1621e+08	1.24851e+08
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	2	2	1.30527e+06	1.33203e+06	1.16659e+06	1.24072e+06	1.0809e+06	1.3584e+06	1.26191e+06	1.48989e+06	1.26003e+06
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	4	4	8.70478e+07	9.20072e+07	9.08299e+07	9.4737e+07	8.20944e+07	8.82025e+07	8.07673e+07	9.46589e+07	8.23521e+07
O60200	MDM35_YEAST	MDM35	Mitochondrial distribution and morphology protein 35	3	3	3.21438e+06	2.9658e+06	2.47587e+06	3.05886e+06	3.01892e+06	2.94994e+06	2.27123e+06	2.57791e+06	2.51383e+06
O74700	TIM9_YEAST	TIM9	Mitochondrial import inner membrane translocase subunit TIM9	5	5	1.8904e+07	2.21098e+07	1.431e+07	1.78803e+07	1.90197e+07	1.81796e+07	1.72843e+07	1.90037e+07	1.56658e+07
O94742	SEM1_YEAST	SEM1	26S proteasome complex subunit SEM1	1	1	1.94624e+07	2.01968e+07	2.07515e+07	1.9486e+07	2.55767e+07	2.06377e+07	2.12771e+07	2.07708e+07	2.08909e+07
P00044	CYC1_YEAST	CYC1	Cytochrome c isoform 1	2	2	3.61598e+06	3.76904e+06	3.07935e+06	2.21749e+06	1.69084e+06	3.4208e+06	2.61136e+06	2.99155e+06	3.22009e+06
P00045	CYC7_YEAST	CYC7	Cytochrome c isoform 2	6	5	1.22461e+07	1.4516e+07	1.33773e+07	1.51531e+07	1.22568e+07	1.19688e+07	1.03487e+07	1.27713e+07	1.43951e+07
P00127	QCR6_YEAST	QCR6	Cytochrome b-c1 complex subunit 6, mitochondrial	3	3	1.08363e+07	1.26966e+07	1.32198e+07	7.76375e+06	1.06751e+07	1.19553e+07	5.56868e+06	9.08425e+06	1.16135e+07
P00128	QCR7_YEAST	QCR7	Cytochrome b-c1 complex subunit 7, mitochondrial	3	3	2.84624e+06	2.82562e+06	3.1857e+06	2.95774e+06	2.52642e+06	2.34736e+06	3.02497e+06	2.61637e+06	3.09539e+06
P00175	CYB2_YEAST	CYB2	L-lactate dehydrogenase (cytochrome)	4	4	548369	693303	594284	550094	717939	666370	749278	913839	689187
P00330	ADH1_YEAST	ADH1	Alcohol dehydrogenase 1	15	9	6.78008e+09	7.18608e+09	6.91077e+09	7.16469e+09	7.04032e+09	6.86073e+09	6.85482e+09	7.4412e+09	8.28743e+09
P00358	G3P2_YEAST	TDH2	Glyceraldehyde-3-phosphate dehydrogenase 2	3	3	9.54942e+08	1.30812e+09	1.31493e+09	1.12053e+09	1.27255e+09	1.14707e+09	1.17524e+09	1.32362e+09	1.47529e+09
P00359	G3P3_YEAST	TDH3	Glyceraldehyde-3-phosphate dehydrogenase 3	12	5	3.6728e+09	3.90496e+09	4.12453e+09	3.62012e+09	3.61842e+09	4.42763e+09	3.78368e+09	5.84596e+09	4.17676e+09
P00360	G3P1_YEAST	TDH1	Glyceraldehyde-3-phosphate dehydrogenase 1	19	11	4.75625e+09	4.69782e+09	5.07271e+09	4.24731e+09	4.72552e+09	4.81455e+09	4.73123e+09	4.26551e+09	5.38057e+09
P00425	COX5B_YEAST	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	2	2	2.32081e+06	1.87851e+06	2.47388e+06	1.88461e+06	1.967e+06	2.25773e+06	2.53865e+06	2.08701e+06	2.02713e+06
P00427	COX6_YEAST	COX6	Cytochrome c oxidase subunit 6, mitochondrial	7	7	1.18438e+07	1.36274e+07	1.24349e+07	1.39183e+07	1.3138e+07	1.50507e+07	1.55689e+07	1.34616e+07	1.51679e+07
P00431	CCPR_YEAST	CCP1	Cytochrome c peroxidase, mitochondrial	12	12	7.04039e+06	7.39471e+06	7.12527e+06	6.99351e+06	7.50061e+06	7.26845e+06	7.62411e+06	7.66385e+06	7.89862e+06
P00445	SODC_YEAST	SOD1	Superoxide dismutase [Cu-Zn]	10	10	4.24765e+08	4.75528e+08	4.86851e+08	5.00382e+08	4.95497e+08	4.99038e+08	4.53246e+08	4.78633e+08	4.92535e+08
P00447	SODM_YEAST	SOD2	Superoxide dismutase [Mn], mitochondrial	8	8	6.40897e+07	8.96035e+07	8.58848e+07	8.77731e+07	8.56454e+07	9.63789e+07	8.99724e+07	7.67114e+07	7.20343e+07
P00498	HIS1_YEAST	HIS1	ATP phosphoribosyltransferase	15	15	7.50753e+07	7.4857e+07	7.4522e+07	7.34032e+07	7.00822e+07	7.31228e+07	7.38704e+07	7.30056e+07	7.05717e+07
P00546	CDK1_YEAST	CDC28	Cyclin-dependent kinase 1	14	12	1.61941e+07	1.6489e+07	1.47614e+07	1.52258e+07	1.47705e+07	1.46858e+07	1.66095e+07	1.46126e+07	1.52414e+07
P00549	KPYK1_YEAST	CDC19	Pyruvate kinase 1	33	31	4.02907e+09	4.14866e+09	4.33943e+09	3.99114e+09	4.27245e+09	4.2184e+09	3.843e+09	4.49917e+09	4.31748e+09
P00560	PGK_YEAST	PGK1	Phosphoglycerate kinase	31	31	4.84683e+09	5.21179e+09	5.29786e+09	4.93772e+09	4.7134e+09	5.17532e+09	4.44825e+09	5.11214e+09	5.30999e+09
P00572	KTHY_YEAST	CDC8	Thymidylate kinase	1	1	7.30982e+06	6.35834e+06	5.02411e+06	5.08233e+06	5.30882e+06	6.25238e+06	4.39208e+06	6.1282e+06	5.21825e+06
P00635	PPA5_YEAST	PHO5	Repressible acid phosphatase	2	2	5.85298e+06	4.40383e+06	7.96038e+06	7.55023e+06	8.05357e+06	8.12048e+06	7.14526e+06	8.33916e+06	8.36967e+06
P00724	INV2_YEAST	SUC2	Invertase 2	12	12	4.10018e+07	3.97664e+07	4.02799e+07	3.93255e+07	4.34652e+07	4.07051e+07	4.09632e+07	4.61338e+07	4.0445e+07
P00729	CBPY_YEAST	PRC1	Carboxypeptidase Y	7	7	6.41546e+07	6.31878e+07	7.26293e+07	6.78875e+07	6.89232e+07	7.7541e+07	6.60461e+07	6.54982e+07	6.65894e+07
P00812	ARGI_YEAST	CAR1	Arginase	11	11	2.56681e+07	2.60045e+07	2.55321e+07	2.75199e+07	2.64196e+07	2.58032e+07	2.44128e+07	2.56203e+07	2.33372e+07
P00815	HIS2_YEAST	HIS4	Histidine biosynthesis trifunctional protein	30	30	1.2794e+08	1.26392e+08	1.22503e+08	1.27118e+08	1.28163e+08	1.27298e+08	1.27921e+08	1.21614e+08	1.25886e+08
P00817	IPYR_YEAST	IPP1	Inorganic pyrophosphatase	16	16	3.99188e+08	4.27588e+08	4.44327e+08	4.172e+08	4.53779e+08	4.68601e+08	4.25623e+08	4.28725e+08	4.43716e+08
P00830	ATPB_YEAST	ATP2	ATP synthase subunit beta, mitochondrial	22	22	1.88866e+08	1.78053e+08	1.71891e+08	1.74988e+08	1.82313e+08	1.79485e+08	1.84686e+08	1.80658e+08	1.81647e+08
P00890	CISY1_YEAST	CIT1	Citrate synthase, mitochondrial	20	20	5.17081e+07	4.90201e+07	4.94349e+07	5.21954e+07	4.83295e+07	4.87468e+07	4.93442e+07	4.87051e+07	4.87826e+07
P00899	TRPE_YEAST	TRP2	Anthranilate synthase component 1	19	19	3.16673e+07	3.16852e+07	2.98968e+07	3.11659e+07	3.08132e+07	3.14607e+07	3.00513e+07	3.1759e+07	3.01084e+07
P00912	TRPF_YEAST	TRP1	N-(5'-phosphoribosyl)anthranilate isomerase	2	2	3.44233e+06	3.44518e+06	2.9967e+06	3.12054e+06	3.11099e+06	3.37666e+06	3.37531e+06	2.75947e+06	3.4724e+06
P00924	ENO1_YEAST	ENO1	Enolase 1	11	11	2.01952e+09	2.14172e+09	2.36984e+09	1.9444e+09	2.23855e+09	2.25883e+09	2.1088e+09	2.30575e+09	2.47224e+09
P00925	ENO2_YEAST	ENO2	Enolase 2	24	15	6.78159e+09	5.97328e+09	8.32846e+09	5.3575e+09	5.48018e+09	5.85313e+09	6.58934e+09	6.79047e+09	6.6621e+09
P00927	THDH_YEAST	ILV1	Threonine dehydratase, mitochondrial	18	18	1.42314e+07	1.41101e+07	1.36335e+07	1.34972e+07	1.42668e+07	1.35612e+07	1.3959e+07	1.41447e+07	1.38003e+07
P00931	TRP_YEAST	TRP5	Tryptophan synthase	33	33	8.13848e+07	7.89436e+07	8.09498e+07	8.14889e+07	7.94448e+07	7.72585e+07	7.67584e+07	8.26159e+07	7.8089e+07
P00937	TRPG_YEAST	TRP3	Multifunctional tryptophan biosynthesis protein	16	16	1.66967e+07	1.63562e+07	1.6679e+07	1.55734e+07	1.53646e+07	1.62766e+07	1.57444e+07	1.4914e+07	1.70416e+07
P00942	TPIS_YEAST	TPI1	Triosephosphate isomerase	15	15	1.17834e+09	1.19341e+09	1.06247e+09	1.18357e+09	1.11552e+09	1.08568e+09	1.14582e+09	1.12167e+09	1.29708e+09
P00950	PMG1_YEAST	GPM1	Phosphoglycerate mutase 1	15	15	2.61272e+09	2.74625e+09	2.90077e+09	2.72429e+09	3.02788e+09	2.89804e+09	2.90179e+09	3.23921e+09	2.98713e+09
P00958	SYMC_YEAST	MES1	Methionine--tRNA ligase, cytoplasmic	36	36	4.64849e+07	4.62894e+07	4.63454e+07	4.35836e+07	4.29151e+07	4.44878e+07	4.38814e+07	4.53949e+07	4.33188e+07
P01094	IPA3_YEAST	PAI3	Protease A inhibitor 3	3	3	2.50097e+07	2.51771e+07	2.18609e+07	2.29945e+07	2.77107e+07	2.18097e+07	2.43282e+07	2.68819e+07	2.16388e+07
P01097	ATIF_YEAST	INH1	F(1)-ATPase inhibitor IF(1), mitochondrial	3	3	1.36928e+07	1.27775e+07	1.26875e+07	1.09469e+07	1.07557e+07	1.33792e+07	1.19852e+07	1.25447e+07	1.03462e+07
P01098	STF1_YEAST	STF1	F(1)-ATPase inhibitor STF1, mitochondrial	2	2	1.74405e+07	2.22724e+07	1.74897e+07	1.83933e+07	2.08019e+07	1.74241e+07	1.85107e+07	1.80536e+07	1.93584e+07
P01119	RAS1_YEAST	RAS1	Ras-like protein 1	9	9	5.61756e+06	4.60706e+06	4.77439e+06	4.43108e+06	4.7642e+06	4.31989e+06	4.19352e+06	4.8053e+06	4.84917e+06
P01120	RAS2_YEAST	RAS2	Ras-like protein 2	11	11	5.2155e+07	5.03618e+07	5.041e+07	4.70745e+07	5.2608e+07	5.11719e+07	5.05998e+07	4.89652e+07	4.93412e+07
P01123	YPT1_YEAST	YPT1	GTP-binding protein YPT1	11	11	7.13998e+07	7.3372e+07	7.20894e+07	7.26289e+07	7.4994e+07	7.14006e+07	7.30882e+07	7.53283e+07	7.67316e+07
P02293;P02294	H2B1_YEAST;H2B2_YEAST	HTB1;HTB2	Histone H2B.1	6	0	1.04256e+09	1.01071e+09	9.56931e+08	9.16562e+08	1.10656e+09	9.7876e+08	8.87782e+08	1.03967e+09	1.11793e+09
P02309	H4_YEAST	HHF1	Histone H4	7	7	6.18874e+08	6.56088e+08	6.61862e+08	6.45521e+08	6.10386e+08	6.57489e+08	6.15954e+08	5.97815e+08	7.37615e+08
P02400	RLA4_YEAST	RPP2B	Large ribosomal subunit protein P2B	5	5	7.82731e+08	7.9223e+08	8.23272e+08	7.64928e+08	6.9051e+08	7.75057e+08	7.91061e+08	8.42871e+08	8.83819e+08
P02406	RL28_YEAST	RPL28	Large ribosomal subunit protein uL15	9	9	6.7781e+08	6.77093e+08	6.41779e+08	6.1985e+08	6.46532e+08	6.62461e+08	6.17331e+08	6.24773e+08	6.81691e+08
P02407;P14127	RS17A_YEAST;RS17B_YEAST	RPS17A;RPS17B	Small ribosomal subunit protein eS17A	6	0	8.79353e+08	8.15331e+08	8.14497e+08	8.21597e+08	8.36165e+08	7.93309e+08	8.04478e+08	9.17123e+08	8.58639e+08
P02557	TBB_YEAST	TUB2	Tubulin beta chain	14	14	1.17603e+08	1.20475e+08	1.15621e+08	1.23369e+08	1.26391e+08	1.24078e+08	1.2152e+08	1.19579e+08	1.21288e+08
P02829	HSP82_YEAST	HSP82	ATP-dependent molecular chaperone HSP82	35	8	8.42937e+08	8.34604e+08	8.78873e+08	8.48325e+08	8.55264e+08	8.82429e+08	7.99382e+08	8.86051e+08	8.94942e+08
P02992	EFTU_YEAST	TUF1	Elongation factor Tu, mitochondrial	19	19	4.84302e+07	4.37412e+07	4.62686e+07	4.93272e+07	4.59779e+07	4.51931e+07	4.62178e+07	4.58201e+07	4.32684e+07
P02994	EF1A_YEAST	TEF1	Elongation factor 1-alpha	20	20	4.95838e+09	5.00105e+09	4.68831e+09	4.61628e+09	4.6788e+09	4.8322e+09	4.57378e+09	4.96612e+09	5.36464e+09
P03871	REP1_YEAST	REP1	Partitioning protein REP1	6	6	4.1116e+06	4.7626e+06	4.2381e+06	4.16898e+06	3.56743e+06	3.65122e+06	4.2504e+06	3.9551e+06	4.04873e+06
P03872	REP2_YEAST	REP2	Partitioning protein REP2	7	7	4.06725e+06	3.84079e+06	3.53037e+06	3.69232e+06	3.26086e+06	3.3861e+06	3.6575e+06	3.85055e+06	3.54772e+06
P03874	CBP2_YEAST	CBP2	Cytochrome B pre-mRNA-processing protein 2	3	3	702055	616800	529557	633836	565714	564239	528127	610623	531299
P03875	AI1M_YEAST	AI1	Putative COX1/OXI3 intron 1 protein	1	1	881416	934659	261697	508401	845844	429707	405065	625935	692504
P03965	CARB_YEAST	CPA2	Carbamoyl phosphate synthase arginine-specific large chain	36	36	1.32724e+07	1.27834e+07	1.46848e+07	1.34602e+07	1.33991e+07	1.44796e+07	1.33098e+07	1.40911e+07	1.38477e+07
P04037	COX4_YEAST	COX4	Cytochrome c oxidase subunit 4, mitochondrial	5	5	5.28341e+06	5.387e+06	5.62098e+06	5.05316e+06	4.94961e+06	5.14856e+06	5.26173e+06	5.05706e+06	4.89478e+06
P04039	COX8_YEAST	COX8	Cytochrome c oxidase subunit 8, mitochondrial	1	1	451147	4.25289e+06	4.26489e+06		2.80781e+06	3.58621e+06		2.57474e+06	3.91632e+06
P04046	PUR1_YEAST	ADE4	Amidophosphoribosyltransferase	23	23	5.73571e+07	5.85733e+07	5.80024e+07	5.93634e+07	5.86579e+07	5.775e+07	5.74109e+07	5.79157e+07	5.62855e+07
P04050	RPB1_YEAST	RPO21	DNA-directed RNA polymerase II subunit RPB1	48	48	3.59931e+07	3.40697e+07	3.50334e+07	3.53861e+07	3.57622e+07	3.59002e+07	3.44793e+07	3.41531e+07	3.31097e+07
P04051	RPC1_YEAST	RPO31	DNA-directed RNA polymerase III subunit RPC1	27	27	6.55957e+06	6.55961e+06	6.52937e+06	5.32316e+06	5.46248e+06	5.72954e+06	6.36917e+06	6.56629e+06	6.07447e+06
P04076	ARLY_YEAST	ARG4	Argininosuccinate lyase	17	17	1.66977e+07	1.64087e+07	1.55188e+07	1.73588e+07	1.60436e+07	1.57422e+07	1.68314e+07	1.6125e+07	1.61362e+07
P04147	PABP_YEAST	PAB1	Polyadenylate-binding protein, cytoplasmic and nuclear	30	30	1.75143e+08	1.72026e+08	1.70516e+08	1.7659e+08	1.76582e+08	1.70669e+08	1.78368e+08	1.82102e+08	1.68965e+08
P04161	PUR3_YEAST	ADE8	Phosphoribosylglycinamide formyltransferase	7	7	1.23008e+07	1.32971e+07	1.34538e+07	1.26374e+07	1.24256e+07	1.17609e+07	1.17149e+07	1.14112e+07	1.38252e+07
P04449	RL24A_YEAST	RPL24A	Large ribosomal subunit protein eL24A	7	1	5.65565e+08	6.28535e+08	5.50033e+08	6.20165e+08	5.6236e+08	5.59292e+08	5.56256e+08	5.73285e+08	5.84863e+08
P04456	RL25_YEAST	RPL25	Large ribosomal subunit protein uL23	5	5	6.86172e+08	7.42345e+08	7.59375e+08	7.15885e+08	7.19671e+08	7.77481e+08	7.32264e+08	7.38303e+08	7.96143e+08
P04650	RL39_YEAST	RPL39	Large ribosomal subunit protein eL39	2	2	1.68305e+08	1.77641e+08	2.02586e+08	1.42831e+08	1.68543e+08	2.00511e+08	1.24727e+08	1.61398e+08	1.55403e+08
P04786	TOP1_YEAST	TOP1	DNA topoisomerase 1	20	20	1.29488e+07	1.23185e+07	1.11522e+07	1.28269e+07	1.09604e+07	1.10413e+07	1.2554e+07	1.36319e+07	1.23054e+07
P04801	SYTC_YEAST	THS1	Threonine--tRNA ligase, cytoplasmic	33	33	8.68915e+07	8.93674e+07	8.91149e+07	9.00138e+07	8.67951e+07	9.0915e+07	8.31502e+07	9.01416e+07	8.31933e+07
P04802	SYDC_YEAST	DPS1	Aspartate--tRNA ligase, cytoplasmic	28	28	1.34956e+08	1.38997e+08	1.32294e+08	1.38072e+08	1.36085e+08	1.34742e+08	1.36458e+08	1.36528e+08	1.33988e+08
P04806	HXKA_YEAST	HXK1	Hexokinase-1	25	25	9.13397e+08	9.24097e+08	9.47924e+08	9.2406e+08	1.01198e+09	9.88641e+08	9.1467e+08	9.76032e+08	1.01177e+09
P04807	HXKB_YEAST	HXK2	Hexokinase-2	26	24	8.69179e+08	8.59976e+08	8.58145e+08	8.64718e+08	8.71491e+08	8.75596e+08	9.0488e+08	9.42964e+08	9.33958e+08
P04819	DNLI1_YEAST	CDC9	DNA ligase 1	10	10	4.04435e+06	3.65157e+06	3.63413e+06	2.70961e+06	2.78644e+06	3.46946e+06	3.44249e+06	3.30656e+06	3.53379e+06
P04821	CDC25_YEAST	CDC25	Cell division control protein 25	16	15	3.68762e+06	3.31745e+06	2.70286e+06	3.4549e+06	3.23233e+06	3.22318e+06	3.2648e+06	3.32127e+06	2.82078e+06
P04840	VDAC1_YEAST	POR1	Mitochondrial outer membrane protein porin 1	16	16	4.92037e+08	4.9577e+08	4.85566e+08	4.93044e+08	5.14007e+08	5.25706e+08	5.38701e+08	5.29112e+08	5.216e+08
P04911;P04912	H2A1_YEAST;H2A2_YEAST	HTA1;HTA2	Histone H2A.1	2	0	5.70441e+08	5.56604e+08	4.94445e+08	5.29562e+08	5.27893e+08	4.82279e+08	5.11348e+08	5.55449e+08	5.42338e+08
P05030	PMA1_YEAST	PMA1	Plasma membrane ATPase 1	28	11	8.35608e+08	8.11913e+08	8.08476e+08	7.97854e+08	7.91289e+08	8.24402e+08	7.72235e+08	8.20946e+08	8.56072e+08
P05066	PHR_YEAST	PHR1	Deoxyribodipyrimidine photo-lyase, mitochondrial	2	2	512381	269738	549271	321223	535145		459612	512841	606001
P05150	OTC_YEAST	ARG3	Ornithine carbamoyltransferase	1	1	483219	603119	535356	417964	466052	676570	536759	532049	444833
P05317	RLA0_YEAST	RPP0	Large ribosomal subunit protein uL10	11	11	7.07584e+08	6.81544e+08	6.9337e+08	7.14352e+08	6.96733e+08	6.81956e+08	6.82986e+08	6.75967e+08	7.12953e+08
P05318	RLA1_YEAST	RPP1A	Large ribosomal subunit protein P1A	2	2	2.59264e+08	4.39141e+08	5.0637e+08	2.4466e+08	2.61321e+08	3.87734e+08	1.75184e+08	2.09072e+08	3.26838e+08
P05319	RLA2_YEAST	RPP2A	Large ribosomal subunit protein P2A	5	5	6.51288e+08	7.01244e+08	7.0497e+08	6.09821e+08	6.45055e+08	7.60756e+08	7.57891e+08	7.01496e+08	7.57633e+08
P05373	HEM2_YEAST	HEM2	Delta-aminolevulinic acid dehydratase	12	12	3.62801e+07	4.10088e+07	3.55382e+07	3.58337e+07	3.38731e+07	3.8107e+07	3.29505e+07	3.63983e+07	3.61055e+07
P05374	CHO2_YEAST	CHO2	Phosphatidylethanolamine N-methyltransferase	21	21	1.32154e+07	1.32608e+07	1.24642e+07	1.30198e+07	1.36091e+07	1.32243e+07	1.28091e+07	1.28873e+07	1.25002e+07
P05375	PLMT_YEAST	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase	3	3	7.71706e+06	7.67432e+06	9.3007e+06	8.69796e+06	8.77142e+06	7.97888e+06	6.66955e+06	7.34111e+06	7.69868e+06
P05453	ERF3_YEAST	SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	21	21	3.91443e+07	3.90381e+07	4.02517e+07	3.8524e+07	4.13849e+07	3.82344e+07	3.6195e+07	3.70267e+07	3.66442e+07
P05626	ATPF_YEAST	ATP4	ATP synthase subunit 4, mitochondrial	10	10	8.42515e+06	7.34897e+06	7.47634e+06	8.08942e+06	7.31058e+06	6.70062e+06	7.14149e+06	7.77783e+06	8.39882e+06
P05694	METE_YEAST	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	39	39	1.18599e+08	1.16785e+08	1.16876e+08	1.23604e+08	1.19402e+08	1.20115e+08	1.19834e+08	1.23907e+08	1.16229e+08
P05737	RL7A_YEAST	RPL7A	Large ribosomal subunit protein uL30A	12	1	6.23634e+08	6.43718e+08	6.81085e+08	6.19149e+08	6.45286e+08	7.19981e+08	6.14428e+08	6.34465e+08	6.90174e+08
P05738	RL9A_YEAST	RPL9A	Large ribosomal subunit protein uL6A	2	2	1.26367e+08	1.39783e+08	1.30352e+08	8.61941e+07	1.10025e+08	1.03677e+08	1.28458e+08	2.02727e+08	1.89931e+08
P05739	RL6B_YEAST	RPL6B	Large ribosomal subunit protein eL6B	12	6	4.97588e+08	5.12488e+08	5.39908e+08	4.68187e+08	5.21232e+08	4.89659e+08	4.71559e+08	5.17992e+08	5.09769e+08
P05740	RL17A_YEAST	RPL17A	Large ribosomal subunit protein uL22A	6	1	5.77752e+08	6.46962e+08	6.11288e+08	6.52229e+08	5.56938e+08	6.71725e+08	5.6049e+08	6.07567e+08	6.49836e+08
P05743	RL26A_YEAST	RPL26A	Large ribosomal subunit protein uL24A	9	1	8.06596e+08	7.91895e+08	8.63786e+08	8.38442e+08	8.35581e+08	8.02173e+08	7.64493e+08	8.25624e+08	8.90108e+08
P05744	RL33A_YEAST	RPL33A	Large ribosomal subunit protein eL33A	5	1	3.77319e+08	3.83278e+08	3.74881e+08	3.84386e+08	3.50262e+08	3.63529e+08	3.92918e+08	3.95571e+08	3.83992e+08
P05745	RL36A_YEAST	RPL36A	Large ribosomal subunit protein eL36A	1	1	3.91573e+07	3.93643e+07	4.87275e+07	3.9079e+07	4.11495e+07	4.61217e+07	4.31685e+07	4.58333e+07	3.52084e+07
P05748	RL15A_YEAST	RPL15A	Large ribosomal subunit protein eL15A	8	2	3.86334e+08	3.93697e+08	4.75518e+08	3.6572e+08	3.86884e+08	4.22434e+08	3.52862e+08	3.55495e+08	4.14383e+08
P05749	RL22A_YEAST	RPL22A	Large ribosomal subunit protein eL22A	3	2	1.58075e+08	1.43764e+08	1.31121e+08	1.52815e+08	1.42647e+08	1.62023e+08	1.5342e+08	1.882e+08	1.91739e+08
P05750	RS3_YEAST	RPS3	Small ribosomal subunit protein uS3	18	18	6.75819e+08	7.006e+08	7.32571e+08	6.78416e+08	7.01683e+08	7.20147e+08	6.59021e+08	6.77153e+08	7.54566e+08
P05755	RS9B_YEAST	RPS9B	Small ribosomal subunit protein uS4B	1	1	9.88814e+07	8.74387e+07	9.7522e+07	1.08712e+08	8.95765e+07	1.01399e+08	1.06543e+08	9.28139e+07	1.09687e+08
P05756	RS13_YEAST	RPS13	Small ribosomal subunit protein uS15	9	9	8.68069e+08	8.7301e+08	8.2734e+08	8.40773e+08	8.21845e+08	8.16997e+08	8.13061e+08	8.9333e+08	9.62058e+08
P05759	RS31_YEAST	RPS31	Ubiquitin-ribosomal protein eS31 fusion protein	2	1	2.5101e+08	3.27426e+08	2.85914e+08	2.86426e+08	3.14098e+08	2.79105e+08	2.79971e+08	2.88102e+08	3.19375e+08
P05986	KAPC_YEAST	TPK3	cAMP-dependent protein kinase type 3	2	2	970329	1.07815e+06	1.2889e+06	1.21452e+06	1.39509e+06	1.22751e+06	1.26923e+06	854451	1.27424e+06
P06100	NOT2_YEAST	CDC36	General negative regulator of transcription subunit 2	3	3	6.60086e+06	6.29277e+06	7.28268e+06	6.52366e+06	6.66872e+06	7.18373e+06	6.68498e+06	7.16831e+06	7.00279e+06
P06101	CDC37_YEAST	CDC37	Hsp90 co-chaperone Cdc37	18	18	2.27542e+07	2.5891e+07	2.39576e+07	2.46884e+07	2.45261e+07	2.35469e+07	2.22606e+07	2.60144e+07	2.5877e+07
